,Team,W,L,T,win_pct,win_loss_diff,PF,Year,Player,Cap Number,Cash Spent,Position
302,Falcons,7,10,0,0.412,-3,321.0,2023,Bijan Robinson,3992462,13719848,running-back
303,Falcons,7,10,0,0.412,-3,321.0,2023,Mack Hollins,2500000,2380000,wide-receiver
304,Panthers,2,15,0,0.118,-13,236.0,2023,Miles Sanders,2555000,6980000,running-back
305,Panthers,2,15,0,0.118,-13,236.0,2023,Adam Thielen,3332000,10000000,wide-receiver
306,49ers,12,5,0,0.706,7,491.0,2023,Christian McCaffrey,3424000,12000000,running-back
307,49ers,12,5,0,0.706,7,491.0,2023,Deebo Samuel,8741765,11306765,wide-receiver
308,Rams,10,7,0,0.588,3,404.0,2023,Zach Evans,783333,883332,running-back
309,Rams,10,7,0,0.588,3,404.0,2023,Cooper Kupp,17360000,20000000,wide-receiver
310,Seahawks,9,8,0,0.529,1,364.0,2023,Zach Charbonnet,1250196,2750784,running-back
311,Seahawks,9,8,0,0.529,1,364.0,2023,D.K. Metcalf,13720000,14220000,wide-receiver
312,Cardinals,4,13,0,0.235,-9,330.0,2023,James Conner,9445000,8445000,running-back
313,Cardinals,4,13,0,0.235,-9,330.0,2023,Marquise Brown,13413000,13413000,wide-receiver
314,Bills,13,4,0,0.765,9,525.0,2024,Ray Davis,973297,1508188,running-back
315,Bills,13,4,0,0.765,9,525.0,2024,Curtis Samuel,3405000,8540000,wide-receiver
316,Dolphins,8,9,0,0.471,-1,345.0,2024,Raheem Mostert,3401177,3692353,running-back
317,Dolphins,8,9,0,0.471,-1,345.0,2024,Tyreek Hill,32037574,26250000,wide-receiver
318,Jets,5,12,0,0.294,-7,338.0,2024,Breece Hall,2458573,1524524,running-back
319,Jets,5,12,0,0.294,-7,338.0,2024,Davante Adams,3227333,11590000,wide-receiver
320,Patriots,4,13,0,0.235,-9,289.0,2024,Rhamondre Stevenson,4903265,11116000,running-back
321,Patriots,4,13,0,0.235,-9,289.0,2024,Kendrick Bourne,3500000,6300000,wide-receiver
322,Ravens,12,5,0,0.706,7,518.0,2024,Derrick Henry,5105000,11000000,running-back
323,Ravens,12,5,0,0.706,7,518.0,2024,Rashod Bateman,3834135,4500000,wide-receiver
324,Steelers,10,7,0,0.588,3,380.0,2024,Najee Harris,4151460,2439198,running-back
325,Steelers,10,7,0,0.588,3,380.0,2024,Cordarrelle Patterson,2250000,3200000,wide-receiver
326,Bengals,9,8,0,0.529,1,472.0,2024,Zack Moss,2972059,4366176,running-back
327,Bengals,9,8,0,0.529,1,472.0,2024,Tee Higgins,21816000,21816000,wide-receiver
328,Browns,3,14,0,0.176,-11,258.0,2024,Nick Chubb,6275000,3572917,running-back
329,Browns,3,14,0,0.176,-11,258.0,2024,Jerry Jeudy,4700000,19000000,wide-receiver
330,Texans,10,7,0,0.588,3,372.0,2024,Joe Mixon,5500000,9411765,running-back
331,Texans,10,7,0,0.588,3,372.0,2024,Stefon Diggs,5876000,22385000,wide-receiver
332,Colts,8,9,0,0.471,-1,377.0,2024,Jonathan Taylor,10786000,8224000,running-back
333,Colts,8,9,0,0.471,-1,377.0,2024,"Michael Pittman, Jr.",18000000,28000000,wide-receiver
334,Jaguars,4,13,0,0.235,-9,320.0,2024,Travis Etienne,4103945,2418834,running-back
335,Jaguars,4,13,0,0.235,-9,320.0,2024,Christian Kirk,24236941,16235294,wide-receiver
336,Titans,3,14,0,0.176,-11,311.0,2024,Tony Pollard,4000000,8000000,running-back
337,Titans,3,14,0,0.176,-11,311.0,2024,Calvin Ridley,10000000,25000000,wide-receiver
338,Chiefs,15,2,0,0.882,13,385.0,2024,Samaje Perine,1500000,1500000,running-back
339,Chiefs,15,2,0,0.882,13,385.0,2024,Xavier Worthy,2507321,7644284,wide-receiver
340,Chargers,11,6,0,0.647,5,402.0,2024,Gus Edwards,2250000,3375000,running-back
341,Chargers,11,6,0,0.647,5,402.0,2024,Ladd McConkey,1817306,4884224,wide-receiver
342,Broncos,10,7,0,0.588,3,425.0,2024,Javonte Williams,2820922,1868967,running-back
343,Broncos,10,7,0,0.588,3,425.0,2024,Courtland Sutton,7825000,15000000,wide-receiver
344,Raiders,4,13,0,0.235,-9,309.0,2024,Alexander Mattison,1984000,2077000,running-back
345,Raiders,4,13,0,0.235,-9,309.0,2024,Jakobi Meyers,9477333,10940000,wide-receiver
346,Eagles,14,3,0,0.824,11,463.0,2024,Saquon Barkley,3800000,15000000,running-back
347,Eagles,14,3,0,0.824,11,463.0,2024,DeVonta Smith,8127381,21406554,wide-receiver
348,Commanders,12,5,0,0.706,7,485.0,2024,Austin Ekeler,3355000,4670000,running-back
349,Commanders,12,5,0,0.706,7,485.0,2024,Terry McLaurin,24100000,18500000,wide-receiver
350,Cowboys,7,10,0,0.412,-3,350.0,2024,Rico Dowdle,1255000,1255000,running-back
351,Cowboys,7,10,0,0.412,-3,350.0,2024,CeeDee Lamb,8750000,39150000,wide-receiver
352,Giants,3,14,0,0.176,-11,273.0,2024,Devin Singletary,3750000,6250000,running-back
353,Giants,3,14,0,0.176,-11,273.0,2024,Malik Nabers,5310500,18857000,wide-receiver
354,Lions,15,2,0,0.882,13,564.0,2024,David Montgomery,5053431,8911765,running-back
355,Lions,15,2,0,0.882,13,564.0,2024,Amon-Ra St. Brown,4862315,17866000,wide-receiver
356,Vikings,14,3,0,0.824,11,432.0,2024,Aaron Jones,3800000,7000000,running-back
357,Vikings,14,3,0,0.824,11,432.0,2024,Justin Jefferson,8612600,38063000,wide-receiver
358,Packers,11,6,0,0.647,5,460.0,2024,Josh Jacobs,5395588,14800000,running-back
359,Packers,11,6,0,0.647,5,460.0,2024,Christian Watson,2520280,1545094,wide-receiver
360,Bears,5,12,0,0.294,-7,310.0,2024,D'Andre Swift,5803333,8500000,running-back
361,Bears,5,12,0,0.294,-7,310.0,2024,D.J. Moore,7200000,23200000,wide-receiver
362,Buccaneers,10,7,0,0.588,3,502.0,2024,Bucky Irving,977888,1526552,running-back
363,Buccaneers,10,7,0,0.588,3,502.0,2024,Mike Evans,5568000,23666668,wide-receiver
364,Falcons,8,9,0,0.471,-1,389.0,2024,Bijan Robinson,4990578,1748116,running-back
365,Falcons,8,9,0,0.471,-1,389.0,2024,Darnell Mooney,7480000,17480000,wide-receiver
366,Panthers,5,12,0,0.294,-7,341.0,2024,Chuba Hubbard,3769893,9616000,running-back
367,Panthers,5,12,0,0.294,-7,341.0,2024,Adam Thielen,9917000,8044118,wide-receiver
368,Saints,5,12,0,0.294,-7,338.0,2024,Alvin Kamara,16193236,21621765,running-back
369,Saints,5,12,0,0.294,-7,338.0,2024,Cedrick Wilson Jr.,1850000,2850000,wide-receiver
370,Rams,10,7,0,0.588,3,367.0,2024,Blake Corum,1047957,1806828,running-back
371,Rams,10,7,0,0.588,3,367.0,2024,Cooper Kupp,29780000,20000000,wide-receiver
372,Seahawks,10,7,0,0.588,3,375.0,2024,Kenneth Walker III,2302249,1472416,running-back
373,Seahawks,10,7,0,0.588,3,375.0,2024,Tyler Lockett,18895000,13000000,wide-receiver
374,Cardinals,8,9,0,0.471,-1,400.0,2024,James Conner,11240000,12710000,running-back
375,Cardinals,8,9,0,0.471,-1,400.0,2024,Marvin Harrison Jr.,6431771,23342084,wide-receiver
376,49ers,6,11,0,0.353,-5,389.0,2024,Christian McCaffrey,6682588,15617647,running-back
377,49ers,6,11,0,0.353,-5,389.0,2024,Brandon Aiyuk,5725000,24125000,wide-receiver
378,Patriots,8,2,0,0.8,6,265.0,2025,TreVeyon Henderson,2026047,5584188,running-back
379,Patriots,8,2,0,0.8,6,265.0,2025,Stefon Diggs,8700000,18300000,wide-receiver
380,Bills,6,3,0,0.667,3,248.0,2025,James Cook,3435375,10280000,running-back
381,Bills,6,3,0,0.667,3,248.0,2025,Josh Palmer,4310000,10750000,wide-receiver
382,Dolphins,3,7,0,0.3,-4,210.0,2025,Alexander Mattison,1197500,1337500,running-back
383,Dolphins,3,7,0,0.3,-4,210.0,2025,Tyreek Hill,27698750,27750000,wide-receiver
384,Jets,2,7,0,0.222,-5,195.0,2025,Breece Hall,4340049,3406000,running-back
385,Jets,2,7,0,0.222,-5,195.0,2025,Garrett Wilson,7032092,15000000,wide-receiver
386,Steelers,5,4,0,0.556,1,212.0,2025,Jaylen Warren,3083333,7050000,running-back
387,Steelers,5,4,0,0.556,1,212.0,2025,D.K. Metcalf,11000000,35000000,wide-receiver
388,Ravens,4,5,0,0.444,-1,229.0,2025,Derrick Henry,8499000,14000000,running-back
389,Ravens,4,5,0,0.444,-1,229.0,2025,Rashod Bateman,4798333,10000000,wide-receiver
390,Bengals,3,6,0,0.333,-3,216.0,2025,Samaje Perine,1600000,1800000,running-back
391,Bengals,3,6,0,0.333,-3,216.0,2025,Ja'Marr Chase,23570000,41170000,wide-receiver
392,Browns,2,7,0,0.222,-5,146.0,2025,Quinshon Judkins,2073113,5772452,running-back
393,Browns,2,7,0,0.222,-5,146.0,2025,Jerry Jeudy,7975000,16000000,wide-receiver
394,Colts,8,2,0,0.8,6,321.0,2025,Jonathan Taylor,15382000,13000000,running-back
395,Colts,8,2,0,0.8,6,321.0,2025,"Michael Pittman, Jr.",23000000,18000000,wide-receiver
396,Jaguars,5,4,0,0.556,1,205.0,2025,Travis Etienne,6143000,6143000,running-back
397,Jaguars,5,4,0,0.556,1,205.0,2025,Travis Hunter,8481657,31406628,wide-receiver
398,Texans,4,5,0,0.444,-1,204.0,2025,Joe Mixon,9411765,7500000,running-back
399,Texans,4,5,0,0.444,-1,204.0,2025,Christian Kirk,4839294,16500000,wide-receiver
400,Titans,1,8,0,0.111,-7,130.0,2025,Tony Pollard,8470000,6500000,running-back
401,Titans,1,8,0,0.111,-7,130.0,2025,Calvin Ridley,28000000,23000000,wide-receiver
402,Broncos,8,2,0,0.8,6,235.0,2025,R.J. Harvey,1338122,2832488,running-back
403,Broncos,8,2,0,0.8,6,235.0,2025,Courtland Sutton,13900000,22500000,wide-receiver
404,Chargers,7,3,0,0.7,4,240.0,2025,Omarion Hampton,3231721,10406884,running-back
405,Chargers,7,3,0,0.7,4,240.0,2025,Tre Harris,1421398,3165592,wide-receiver
406,Chiefs,5,4,0,0.556,1,235.0,2025,Elijah Mitchell,1750000,2500000,running-back
407,Chiefs,5,4,0,0.556,1,235.0,2025,Marquise Brown,6794118,7000000,wide-receiver
408,Raiders,2,7,0,0.222,-5,139.0,2025,Ashton Jeanty,6526511,23586044,running-back
409,Raiders,2,7,0,0.222,-5,139.0,2025,Jack Bech,1374331,2977324,wide-receiver
410,Eagles,7,2,0,0.778,5,218.0,2025,Saquon Barkley,6661000,16500000,running-back
411,Eagles,7,2,0,0.778,5,218.0,2025,A.J. Brown,17523497,30000000,wide-receiver
412,Cowboys,3,5,1,0.389,-2,263.0,2025,Javonte Williams,3000000,3000000,running-back
413,Cowboys,3,5,1,0.389,-2,263.0,2025,CeeDee Lamb,15332353,27850000,wide-receiver
414,Commanders,3,7,0,0.3,-4,223.0,2025,Austin Ekeler,4960000,3610000,running-back
415,Commanders,3,7,0,0.3,-4,223.0,2025,Terry McLaurin,17250000,35400000,wide-receiver
416,Giants,2,8,0,0.2,-6,217.0,2025,Devin Singletary,6250000,5000000,running-back
417,Giants,2,8,0,0.2,-6,217.0,2025,Darius Slayton,6970593,13000005,wide-receiver
418,Lions,6,3,0,0.667,3,283.0,2025,David Montgomery,8280833,6000000,running-back
419,Lions,6,3,0,0.667,3,283.0,2025,Amon-Ra St. Brown,13910000,17410000,wide-receiver
420,Bears,6,3,0,0.667,3,239.0,2025,D'Andre Swift,9333333,8000000,running-back
421,Bears,6,3,0,0.667,3,239.0,2025,D.J. Moore,24900000,20900000,wide-receiver
422,Packers,5,3,1,0.611,2,213.0,2025,Josh Jacobs,11325000,8200000,running-back
423,Packers,5,3,1,0.611,2,213.0,2025,Matthew Golden,3195516,10262064,wide-receiver
424,Vikings,4,5,0,0.444,-1,201.0,2025,Aaron Jones,8400000,10000000,running-back
425,Vikings,4,5,0,0.444,-1,201.0,2025,Justin Jefferson,15167600,31930000,wide-receiver
426,Buccaneers,6,3,0,0.667,3,220.0,2025,Rachaad White,3633727,3406000,running-back
427,Buccaneers,6,3,0,0.667,3,220.0,2025,Chris Godwin,12938000,22000000,wide-receiver
428,Panthers,5,5,0,0.5,0,177.0,2025,Chuba Hubbard,5756100,4000000,running-back
429,Panthers,5,5,0,0.5,0,177.0,2025,Tetairoa McMillan,5078253,17793012,wide-receiver
430,Falcons,3,6,0,0.333,-3,168.0,2025,Bijan Robinson,5988694,2746232,running-back
431,Falcons,3,6,0,0.333,-3,168.0,2025,Darnell Mooney,8480000,9510000,wide-receiver
432,Saints,2,8,0,0.2,-6,155.0,2025,Alvin Kamara,10061471,2990000,running-back
433,Saints,2,8,0,0.2,-6,155.0,2025,Brandin Cooks,3154118,6560000,wide-receiver
434,Rams,7,2,0,0.778,5,251.0,2025,Kyren Williams,2465102,6250000,running-back
435,Rams,7,2,0,0.778,5,251.0,2025,Davante Adams,12000000,20000000,wide-receiver
436,Seahawks,7,2,0,0.778,5,275.0,2025,Kenneth Walker III,2685957,1856124,running-back
437,Seahawks,7,2,0,0.778,5,275.0,2025,Cooper Kupp,9350000,17500000,wide-receiver
438,49ers,6,4,0,0.6,2,220.0,2025,Christian McCaffrey,8369119,16200000,running-back
439,49ers,6,4,0,0.6,2,220.0,2025,Brandon Aiyuk,9917105,24775000,wide-receiver
440,Cardinals,3,6,0,0.333,-3,202.0,2025,James Conner,6470000,4250000,running-back
441,Cardinals,3,6,0,0.333,-3,202.0,2025,Greg Dortch,3263000,3263000,wide-receiver
